Rank,University,Lowest Place,#
1,Kettering University,1st,4
2,Rochester Institute of Technology,1st,4
3,Tennessee Technological University,1st,3
4,The University of Michigan-Dearborn,1st,3
5,University of Cincinnati,1st,3
6,Kennesaw State University,1st,2
7,University of Illinois at Urbana-Champaign,1st,2
8,University of Wisconsin-Madison,1st,2
9,California State Polytechnic University Pomona,1st,1
10,California State University Chico,1st,1
11,Clemson University,1st,1
12,Michigan State University,1st,1
13,Northern Illinois University,1st,1
14,Pennsylvania State University,1st,1
15,Southern Illinois University Carbondale,1st,1
16,Texas Tech University,1st,1
17,University of Arizona,1st,1
18,University of Connecticut,1st,1
19,University of Florida,1st,1
20,Wayne State University,1st,1
21,The University of Akron,2nd,2
22,California State University Northridge,2nd,1
23,Central Michigan University,2nd,1
24,Columbia University,2nd,1
25,Dartmouth College,2nd,1
26,Drexel University,2nd,1
27,Georgia Institute of Technology,2nd,1
28,Iowa State University,2nd,1
29,Kansas State University,2nd,1
30,Michigan Technological University,2nd,1
31,North Dakota State University,2nd,1
32,The Ohio State University,2nd,1
33,University of California Berkeley,2nd,1
34,University of Illinois at Chicago,2nd,1
35,University of Louisiana at Lafayette,2nd,1
36,University of Minnesota Twin Cities,2nd,1
37,University of Missouri,2nd,1
38,University of New Mexico,2nd,1
39,Western Washington University,2nd,1
40,Cornell University,3rd,1
41,Oakland University,3rd,1
42,South Dakota State University,3rd,1
43,University of Kentucky,3rd,1
44,University of Massachusetts Lowell,3rd,1
45,University of Oklahoma,3rd,1
46,University of Texas at Arlington,3rd,1
47,University of Texas at San Antonio,3rd,1
48,Vanderbilt University,3rd,1
49,University of Toledo,4th,2
50,Brown University,4th,1
51,Massachusetts Institute of Technology,4th,1
52,Missouri University of Science and Technology,4th,1
53,North Carolina State University,4th,1
54,Oklahoma State University - Stillwater,4th,1
55,Saint Louis University,4th,1
56,United States Naval Academy,4th,1
57,University of Michigan - Ann Arbor,4th,1
58,Villanova University,4th,1
59,San Diego State University,5th,2
60,Lehigh University,5th,1
61,Purdue University - West Lafayette,5th,1
62,Rensselaer Polytechnic Institute,5th,1
