date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2023.08,Germany,0.85,27,7.,23.,44.0,24.,31.92,9.,70.0,5.,42.5,5.,42.57,5.,67.09,6.,130.95,-,0,0,429,224.
2023.07,Italy,0.85,22,11.,13.,53.97,10.,43.56,6.,106.67,-,0,-,0,-,0,-,0,-,0,0,204,304.
2022.08,Alpe Adria,0.85,14,9.,8.,69.1,12.,33.4,11.,74.8,12.,44.4,6.,31.3,7.,47.2,-,0,-,0,-33,267,253.
2022.08,Germany,0.90,26,21.,24.,33.0,22.,49.07,13.,65.0,-,0,10.,24.93,13.,4.5,-,0,-,0,-30,146,400.
2022.07,Netherlands,0.85,14,12.,-,0,11.,36.65,9.,60.69,-,0,-,0,-,0,-,0,-,0,-25,72,405.
2021.10,Italy,0.89,17,14.,13.,44.97,14.,6.38,13.,81.52,11.,47.7,10.,30.28,12.,62.85,9.,43.24,9.,57.81,-60,315,349.
2021.08,Czech Republic,0.90,19,17.,17.,25.0,14.,40.0,18.,2.0,-,0,-,0,13.,12.92,8.,37.78,-,0,0,118,440.
2019.08,Czech Republic,0.88,33,21.,24.,70.0,31.,25.0,33.,18.0,21.,38.96,21.,28.95,24.,4.89,15.,87.07,7.,67.2,0,340,354.
2019.07,Italy,0.87,40,35.,35.,29.09,37.,24.36,27.,79.93,-,0,-,0,25.,6.5,28.,3.0,-,0,-10,133,471.
2018.07,Italy,0.85,46,35.,14.,83.0,40.,22.73,39.,48.98,-,0,-,0,-,0,27.,15.0,-,0,0,170,429.
