Rank,University,Points
1,Universitat Politécnica de Valéncia,26.97
2,Escola Politècnica Superior d'Enginyeria de Manresa,13.05
3,University of Seville,9.45
4,Escola Politècnica Superior d'Enginyeria de Vilanova i la Geltrú UPC,9.04
5,Universidad Europea de Madrid,4.46
6,TECNUN - University of Navarra,3.93
7,Universidad Politécnica de Madrid (UPM),2.18
8,University of Malaga,1.89
9,Universidad de Vigo,0.47
10,Escola Universitària Salesiana de Sarrià (UAB),0.0
11,Universidad de Castilla-La Mancha,0.0
12,Universidad Francisco de Vitoria,0.0
13,Universidad Politécnica de Cartagena,0.0
14,Universidad Rey Juan Carlos,0.0
15,Universitat de Girona,0.0
16,Universitat Jaume I,0.0
17,University Carlos III of Madrid,0.0
18,University of Cadiz,0.0
19,University of the Basque Country,0.0
20,University of Valladolid,0.0
21,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,-1.08
