Rank,University,Points
1,Università degli studi di Padova,16994
2,University of Modena and Reggio Emilia,16806
3,Alma Mater Studiorum - Università di Bologna,15714
4,Politecnico di Milano,11295
5,Università di Pisa,9671
6,Politecnico di Torino,9261
7,Università degli Studi di Roma La Sapienza,7047
8,Università degli Studi di Roma Tor Vergata,5848
9,Università degli Studi di Firenze,5661
10,Università della Calabria,4759
11,Marche Polytechnic University,3555
12,Università degli Studi di Parma,3143
13,Università degli Studi di Napoli Federico II,3015
14,Università degli Studi della Tuscia,2914
15,Università del Salento,2741
16,University of Brescia,2190
17,Politecnico di Bari,1953
18,Università degli Studi di Cagliari,1115
19,Università degli Studi di Ferrara,943
20,University of Perugia,916
21,Università degli Studi di Catania,402
22,University of Messina,331
23,Università degli Studi di Salerno,82
