Rank,University,Points
1,Alma Mater Studiorum - Università di Bologna,34.81
2,Università degli studi di Padova,32.47
3,University of Modena and Reggio Emilia,31.33
4,Politecnico di Milano,29.59
5,Università degli Studi di Napoli Federico II,27.56
6,Politecnico di Torino,27.13
7,Università degli Studi di Firenze,24.98
8,Università di Pisa,22.49
9,Università della Calabria,20.49
10,Università degli Studi di Roma La Sapienza,18.79
11,Marche Polytechnic University,17.74
12,Università degli Studi di Cagliari,17.48
13,Università degli Studi di Roma Tor Vergata,17.16
14,Università degli Studi di Ferrara,15.38
15,Università degli Studi di Catania,14.66
16,Università degli Studi della Tuscia,13.86
17,Università degli Studi di Parma,11.97
18,University of Brescia,10.31
19,Università del Salento,8.55
20,University of Messina,2.5
21,University of Perugia,2.12
22,Politecnico di Bari,0.38
23,Università degli Studi di Salerno,0.0
