Rank,University,Points
1,Alma Mater Studiorum - Università di Bologna,59.42
2,Università della Calabria,53.44
3,Università degli studi di Padova,52.45
4,University of Modena and Reggio Emilia,47.8
5,Università degli Studi di Cagliari,44.8
6,Politecnico di Torino,44.62
7,Università degli Studi della Tuscia,40.43
8,Politecnico di Milano,38.22
9,University of Messina,36.9
10,Università di Pisa,35.94
11,University of Brescia,35.3
12,Università degli Studi di Roma La Sapienza,33.86
13,Università degli Studi di Roma Tor Vergata,32.25
14,Università degli Studi di Firenze,32.18
15,Marche Polytechnic University,28.12
16,Università del Salento,22.33
17,Università degli Studi di Catania,22.32
18,Università degli Studi di Parma,19.64
19,Università degli Studi di Ferrara,18.72
20,Università degli Studi di Napoli Federico II,14.37
21,University of Perugia,11.15
22,Politecnico di Bari,2.84
23,Università degli Studi di Salerno,0.0
