Rank,University,Points
1,Alma Mater Studiorum - Università di Bologna,136.6
2,Politecnico di Torino,130.43
3,Università degli studi di Padova,121.24
4,Politecnico di Milano,112.89
5,University of Modena and Reggio Emilia,104.07
6,Università degli Studi della Tuscia,73.58
7,Università degli Studi di Firenze,71.51
8,Università della Calabria,67.76
9,Università di Pisa,62.72
10,University of Messina,59.9
11,Università degli Studi di Napoli Federico II,51.02
12,Università degli Studi di Roma Tor Vergata,48.62
13,Università degli Studi di Roma La Sapienza,46.52
14,Università degli Studi di Parma,36.79
15,Marche Polytechnic University,23.27
16,University of Brescia,20.8
17,Università del Salento,10.86
18,Università degli Studi di Cagliari,7.0
19,Politecnico di Bari,2.85
20,University of Perugia,2.6
21,Università degli Studi di Catania,0.0
22,Università degli Studi di Ferrara,0.0
23,Università degli Studi di Salerno,0.0
