Rank,University,Points
1,University of Modena and Reggio Emilia,1096.48
2,Università degli studi di Padova,1006.62
3,Alma Mater Studiorum - Università di Bologna,974.8
4,Politecnico di Milano,710.05
5,Università di Pisa,539.7
6,Politecnico di Torino,515.54
7,Università degli Studi di Roma La Sapienza,394.52
8,Università degli Studi di Roma Tor Vergata,326.08
9,Università degli Studi di Firenze,324.69
10,Università degli Studi di Napoli Federico II,248.06
11,Università della Calabria,225.37
12,Marche Polytechnic University,195.18
13,Università degli Studi della Tuscia,138.6
14,Università degli Studi di Parma,119.69
15,Università del Salento,94.06
16,Università degli Studi di Cagliari,69.92
17,University of Brescia,61.83
18,Università degli Studi di Ferrara,46.14
19,Università degli Studi di Catania,29.31
20,University of Perugia,10.59
21,Politecnico di Bari,5.0
22,University of Messina,2.5
23,Università degli Studi di Salerno,0.0
