Acceleration - Average Points,2nd,62.64,
Acceleration - Best Result,18th,1st,x1
Acceleration - Total,24th,1315.5,
AutoX - Average Points,11th,88.44,
AutoX - Best Result,10th,1st,x1
AutoX - Total,29th,1857.2,
Business Presentation - Average Points,48th,51.29,
Business Presentation - Best Result,63rd,6th,x1
Business Presentation - Total,43rd,1077.1,
Cost - Average Points,43rd,66.01,
Cost - Best Result,60th,5th,x1
Cost - Total,38th,1386.2,
Endurance - Average Points,31st,102.23,
Endurance - Best Result,12th,1st,x1
Endurance - Total,36th,2146.8,
Engineering Design - Average Points,25th,95.19,
Engineering Design - Best Result,11th,1st,x1
Engineering Design - Total,35th,1999.0,
Fuel - Average Points,4th,41.39,
Fuel - Best Result,34th,3rd,x1
Fuel - Total,3rd,869.1,
Points - Average Points,10th,569.33,
Points - Total,30th,11956,
Skidpad - Average Points,2nd,37.97,
Skidpad - Best Result,17th,1st,x1
Skidpad - Total,19th,797.4,
