Acceleration - Average Points,69th,5.22,
Acceleration - Best Result,72nd,40th,x1
Acceleration - Total,67th,41.76,
AutoX - Average Points,58th,37.26,
AutoX - Best Result,24th,1st,x1
AutoX - Total,56th,298.1,
Business Presentation - Average Points,67th,28.0,
Business Presentation - Best Result,45th,11th,x1
Business Presentation - Total,59th,224.01,
Cost - Average Points,85th,-8.24,
Cost - Best Result,84th,58th,x2
Cost - Total,85th,-65.93,
Endurance - Average Points,57th,49.55,
Endurance - Best Result,29th,5th,x1
Endurance - Total,56th,396.42,
Engineering Design - Average Points,79th,36.25,
Engineering Design - Best Result,61st,24th,x1
Engineering Design - Total,67th,290.0,
Fuel - Average Points,23rd,25.72,
Fuel - Best Result,31st,8th,x2
Fuel - Total,40th,205.8,
Points - Average Points,65th,180.5,
Points - Total,60th,1444,
Skidpad - Average Points,55th,9.33,
Skidpad - Best Result,69th,30th,x1
Skidpad - Total,56th,74.66,
