Acceleration - Average Points,26th,15.59,
Acceleration - Best Result,34th,12th,x1
Acceleration - Total,27th,218.26,
AutoX - Average Points,24th,28.62,
AutoX - Best Result,35th,11th,x2
AutoX - Total,21st,400.73,
Business Presentation - Average Points,10th,55.58,
Business Presentation - Best Result,19th,4th,x2
Business Presentation - Total,20th,778.11,
Cost - Average Points,29th,53.57,
Cost - Best Result,25th,4th,x1
Cost - Total,23rd,749.93,
Endurance - Average Points,31st,32.74,
Endurance - Best Result,27th,6th,x1
Endurance - Total,23rd,458.38,
Engineering Design - Average Points,16th,80.61,
Engineering Design - Best Result,12th,5th,x1
Engineering Design - Total,19th,1128.5,
Fuel - Average Points,39th,1.18,
Fuel - Best Result,40th,15th,x1
Fuel - Total,40th,16.47,
Points - Average Points,23rd,284.36,
Points - Total,21st,3981,
Skidpad - Average Points,14th,16.68,
Skidpad - Best Result,14th,3rd,x1
Skidpad - Total,16th,233.52,
