Rank,University,Lowest Place,#
1,Carnegie Mellon University,1st,2
2,Georgia Institute of Technology,1st,2
3,Purdue University - West Lafayette,1st,1
4,University of Michigan - Ann Arbor,1st,1
5,Cornell University,2nd,1
6,Massachusetts Institute of Technology,2nd,1
7,University of Pennsylvania,2nd,1
8,The University of Akron,3rd,1
9,University of Washington,3rd,1
10,Missouri University of Science and Technology,4th,1
11,University of Wisconsin-Madison,4th,1
12,California State Polytechnic University - San Luis Obispo,5th,1
13,University of California Davis,5th,1
14,Rochester Institute of Technology,6th,2
15,Kennesaw State University,7th,1
16,University of Texas at Austin,7th,1
17,University of Texas at Arlington,8th,1
18,San José State University,12th,1
19,University of Missouri,14th,1
20,University of Illinois at Urbana-Champaign,15th,1
21,Virginia Polytechnic Institute and State University,17th,2
22,Columbia University,18th,1
23,University of Minnesota Twin Cities,18th,1
24,Auburn University,20th,1
25,Pennsylvania State University,23rd,1
26,Texas A&M University,32nd,1
27,California Baptist University,N/A,0
28,California Institute of Technology,N/A,0
29,Cooper Union,N/A,0
30,Drexel University,N/A,0
31,Louisiana State University,N/A,0
32,North Carolina State University,N/A,0
33,Northwestern University,N/A,0
34,Olin College of Engineering,N/A,0
35,Portland State University,N/A,0
36,Rensselaer Polytechnic Institute,N/A,0
37,Rutgers The State University of New Jersey,N/A,0
38,San Diego State University,N/A,0
39,The University of Michigan-Dearborn,N/A,0
40,University of California - Santa Cruz,N/A,0
41,University of California Berkeley,N/A,0
42,University of California Irvine,N/A,0
43,University of California Riverside,N/A,0
44,University of California Santa Barbara,N/A,0
45,University of Cincinnati,N/A,0
46,University of Colorado - Colorado Springs,N/A,0
47,University of Florida,N/A,0
48,University of Iowa,N/A,0
49,University of Kansas,N/A,0
50,University of Maryland,N/A,0
51,University of Nevada - Reno,N/A,0
52,University of New Mexico,N/A,0
53,University of North Carolina at Asheville,N/A,0
54,University of North Carolina at Charlotte,N/A,0
55,University of Southern California,N/A,0
56,University of Texas at San Antonio,N/A,0
57,University of Utah,N/A,0
58,Western Washington University,N/A,0
