Rank,University,Lowest Place,#
1,University of Applied Sciences Ravensburg-Weingarten,1st,6
2,Universität Stuttgart,1st,6
3,Fachhochschule Coburg,1st,5
4,Osaka University,1st,5
5,University of Bath,1st,5
6,Università degli Studi di Firenze,1st,5
7,Centro Universitário da FEI,1st,4
8,Centro Universitário Facens,1st,4
9,Doshisha University,1st,4
10,Hochschule Esslingen,1st,4
11,Hochschule Karlsruhe,1st,4
12,Karlsruhe Institute of Technology,1st,4
13,Kettering University,1st,4
14,Rochester Institute of Technology,1st,4
15,University of Strathclyde,1st,4
16,University of Toronto,1st,4
17,Czech Technical University in Prague,1st,3
18,Dwarkadas. J. Sanghvi College of Engineering,1st,3
19,Oxford Brookes University,1st,3
20,Tennessee Technological University,1st,3
21,The University of Michigan-Dearborn,1st,3
22,Tokyo Denki University,1st,3
23,University Carlos III of Madrid,1st,3
24,University of Cincinnati,1st,3
25,University of New South Wales,1st,3
26,University of Thessaly,1st,3
27,Università degli studi di Padova,1st,3
28,Concordia University,1st,2
29,Escola de Engenharia de São Carlos da Universidade de São Paulo,1st,2
30,Fachhochschule Joanneum Graz,1st,2
31,Fachhochschule Stralsund,1st,2
32,GFR DHBW Ravensburg & Oregon State University,1st,2
33,Kanagawa Institute of Technology,1st,2
34,Kennesaw State University,1st,2
35,Kyoto Institute of Technology,1st,2
36,Politecnico di Torino,1st,2
37,Thapar Institute of Engineering and Technology,1st,2
38,UAS Kempten,1st,2
39,Universidad Autónoma del Estado de México,1st,2
40,Universidad Simón Bolívar,1st,2
41,Universidade Estadual de Campinas,1st,2
42,University of Alberta,1st,2
43,University of Birmingham,1st,2
44,University of Illinois at Urbana-Champaign,1st,2
45,University of Leeds,1st,2
46,University of Modena and Reggio Emilia,1st,2
47,University of Wisconsin-Madison,1st,2
48,Università degli Studi di Roma La Sapienza,1st,2
49,Università di Pisa,1st,2
50,Ain Shams University,1st,1
51,Alma Mater Studiorum - Università di Bologna,1st,1
52,Aristotle University of Thessaloniki,1st,1
53,California State Polytechnic University Pomona,1st,1
54,California State University Chico,1st,1
55,Carleton University,1st,1
56,Clemson University,1st,1
