Rank,University,Lowest Place,#
1,GFR DHBW Ravensburg & Oregon State University,1st,9
2,Universität Stuttgart,1st,8
3,Monash University,1st,7
4,Karlsruhe Institute of Technology,1st,6
5,University of Seville,1st,6
6,Technische Universität Graz,1st,5
7,Università degli studi di Padova,1st,5
8,Fachhochschule Konstanz,1st,4
9,RMIT University,1st,4
10,Rochester Institute of Technology,1st,4
11,TU Delft,1st,4
12,University of Auckland,1st,4
13,Alma Mater Studiorum - Università di Bologna,1st,3
14,Escola de Engenharia de São Carlos da Universidade de São Paulo,1st,3
15,Fachhochschule Joanneum Graz,1st,3
16,National University of Singapore,1st,3
17,Sophia University,1st,3
18,The University of Tokyo,1st,3
19,Universidade Estadual de Campinas,1st,3
20,University of Bath,1st,3
21,University of Missouri,1st,3
22,University of Wisconsin-Madison,1st,3
23,Università di Pisa,1st,3
24,Western University,1st,3
25,Wroclaw University of Technology,1st,3
26,Czech Technical University in Prague,1st,2
27,Gadjah Mada University,1st,2
28,Georgia Institute of Technology,1st,2
29,Hochschule Darmstadt UAS,1st,2
30,Hochschule Esslingen,1st,2
31,Hochschule Karlsruhe - Technik und Wirtschaft,1st,2
32,Ibaraki University,1st,2
33,Oxford Brookes University,1st,2
34,UAS Kempten,1st,2
35,University of Pittsburgh,1st,2
36,Vanderbilt University,1st,2
37,Virginia Polytechnic Institute and State University,1st,2
38,VŠB - Technical University of Ostrava,1st,2
39,École de Technologie Superieure,1st,2
40,Aligarh Muslim University,1st,1
41,Birla Institute of Technology Mesra,1st,1
42,Brno University of Technology,1st,1
43,Cardiff University Wales,1st,1
44,Centro Federal de Educação Tecnológica de Minas Gerais,1st,1
45,Centro Universitário da FEI,1st,1
46,Centro Universitário Facens,1st,1
47,Chalmers University of Technology,1st,1
48,Clemson University,1st,1
49,Cornell University,1st,1
50,Curtin University,1st,1
51,Doshisha University,1st,1
52,Duale Hochschule Baden-Württemberg Stuttgart,1st,1
53,Edith Cowan University,1st,1
54,Escola Politécnica da Universidade de São Paulo,1st,1
55,Fachhochschule Coburg,1st,1
56,Fachhochschule München,1st,1
57,Fachhochschule Stralsund,1st,1
58,Helsinki Metropolia University of Applied Sciences,1st,1
59,Hochschule für Technik und Wirtschaft Berlin,1st,1
60,Indian Institute of Technology Madras,1st,1
61,Instituto Tecnológico de Buenos Aires,1st,1
62,Kanagawa Institute of Technology,1st,1
63,Kettering University,1st,1
64,Kobe University,1st,1
65,Luleå University of Technology,1st,1
66,Manipal Academy of Higher Education,1st,1
67,McGill University,1st,1
68,Michigan State University,1st,1
69,Nagoya University,1st,1
70,Nippon Institute of Technology,1st,1
71,Oregon State University,1st,1
72,Ostbayerische Technische Hochschule Regensburg,1st,1
73,Ostfalia University of Applied Sciences,1st,1
74,Politecnico di Torino,1st,1
75,Queen's University Belfast,1st,1
76,Shizuoka University,1st,1
77,Slovak University of Technology in Bratislava,1st,1
78,Swinburne University of Technology,1st,1
79,Tallinn TU UAS,1st,1
80,TAMK University of Applied Sciences,1st,1
81,Technical University of Munich,1st,1
82,Technische Hochschule Mittelhessen,1st,1
83,Technische Universität Bergakademie Freiberg,1st,1
84,Technische Universität Berlin,1st,1
85,Technische Universität Braunschweig,1st,1
86,Texas A&M University,1st,1
87,The Ohio State University,1st,1
88,The University of Akron,1st,1
89,Universitat Politécnica de Valéncia,1st,1
90,University of Aberdeen,1st,1
91,University of Adelaide,1st,1
92,University of Alberta,1st,1
93,University of Applied Sciences Ravensburg-Weingarten,1st,1
94,University of California Berkeley,1st,1
95,University Of Hertfordshire,1st,1
96,University of Illinois at Urbana-Champaign,1st,1
97,University of Leeds,1st,1
98,University of Liverpool,1st,1
99,University of Malaga,1st,1
100,University of Michigan - Ann Arbor,1st,1
101,University of Queensland,1st,1
102,University of Sussex,1st,1
103,University of Sydney,1st,1
104,University of Texas at Arlington,1st,1
105,University of the West of England,1st,1
106,University of Thessaly,1st,1
107,University of Wales Trinity Saint David,1st,1
108,University of Washington,1st,1
109,University of Western Australia,1st,1
110,University of Wollongong,1st,1
111,University Politehnica Of Bucharest,1st,1
112,Università degli Studi di Firenze,1st,1
113,Università degli Studi di Roma La Sapienza,1st,1
114,Universität Kassel,1st,1
115,Universität Paderborn,1st,1
116,Westsächsische Hochschule Zwickau,1st,1
117,Worcester Polytechnic Institute,1st,1
118,Yokohama National University,1st,1
119,École Polytechnique de Montréal,1st,1
120,Ain Shams University,2nd,3
121,Missouri University of Science and Technology,2nd,3
122,University of Toronto,2nd,3
123,Aristotle University of Thessaloniki,2nd,2
124,Budapest University of Technology and Economics,2nd,2
125,California State Polytechnic University Pomona,2nd,2
126,Escola Politècnica Superior d'Enginyeria de Manresa,2nd,2
127,Kanazawa University,2nd,2
128,Loughborough University,2nd,2
129,Politecnico di Milano,2nd,2
130,R.V.College of Engineering,2nd,2
131,Technische Universiteit Eindhoven,2nd,2
132,Universidade Federal do Rio Grande do Sul,2nd,2
133,University of Canterbury,2nd,2
