Rank,University,Lowest Place,#
1,Monash University,1st,11
2,Technische Universität Graz,1st,11
3,Universität Stuttgart,1st,10
4,GFR DHBW Ravensburg & Oregon State University,1st,9
5,Fachhochschule Joanneum Graz,1st,7
6,Hochschule Esslingen,1st,7
7,Missouri University of Science and Technology,1st,7
8,École de Technologie Superieure,1st,7
9,Centro Universitário da FEI,1st,5
10,Escola de Engenharia de São Carlos da Universidade de São Paulo,1st,5
11,Sophia University,1st,5
12,Università degli studi di Padova,1st,5
13,Cornell University,1st,4
14,Oxford Brookes University,1st,4
15,Czech Technical University in Prague,1st,3
16,Universitat Politécnica de Valéncia,1st,3
17,Fachhochschule Coburg,1st,2
18,Georgia Institute of Technology,1st,2
19,Hochschule für Angewandte Wissenschaften Hamburg,1st,2
20,Hochschule Karlsruhe - Technik und Wirtschaft,1st,2
21,Karlsruhe Institute of Technology,1st,2
22,Kokushikan University,1st,2
23,Kyoto Institute of Technology,1st,2
24,Ostbayerische Technische Hochschule Regensburg,1st,2
25,Technical University of Munich,1st,2
26,Technische Universität Berlin,1st,2
27,Technische Universität Darmstadt,1st,2
28,Tokyo Denki University,1st,2
29,University of Bath,1st,2
30,University of Michigan - Ann Arbor,1st,2
31,University of Oklahoma,1st,2
32,University of Wisconsin-Madison,1st,2
33,University of Wollongong,1st,2
34,Utsunomiya University,1st,2
35,Western Washington University,1st,2
36,Wroclaw University of Technology,1st,2
37,Alma Mater Studiorum - Università di Bologna,1st,1
38,Aristotle University of Thessaloniki,1st,1
39,Auburn University,1st,1
40,Brno University of Technology,1st,1
41,Budapest University of Technology and Economics,1st,1
42,California State Polytechnic University Pomona,1st,1
43,California State University Northridge,1st,1
44,Coventry University,1st,1
45,Dwarkadas. J. Sanghvi College of Engineering,1st,1
46,Friedrich-Alexander-Universität Erlangen-Nürnberg,1st,1
47,Helsinki Metropolia University of Applied Sciences,1st,1
48,Kanagawa Institute of Technology,1st,1
49,Liverpool John Moores University,1st,1
50,McGill University,1st,1
51,Michigan State University,1st,1
52,Nagoya Institute of Technology,1st,1
53,National Technical University of Athens,1st,1
54,North Carolina State University,1st,1
55,Osaka University,1st,1
56,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),1st,1
57,Politecnico di Milano,1st,1
58,Purdue University - West Lafayette,1st,1
59,Rensselaer Polytechnic Institute,1st,1
60,Rochester Institute of Technology,1st,1
61,Rutgers The State University of New Jersey,1st,1
62,San José State University,1st,1
63,Shibaura Institute of Technology,1st,1
64,Smt. Kashibai Navale College of Engineering,1st,1
65,TAMK University of Applied Sciences,1st,1
66,Technion - Israel Institute of Technology,1st,1
67,Technische Universität Braunschweig,1st,1
68,Texas A&M University,1st,1
69,The University of Akron,1st,1
70,The University of Tokyo,1st,1
71,Tokyo City University,1st,1
72,TU Delft,1st,1
73,Universidade Paulista,1st,1
74,University of Canterbury,1st,1
75,University of Leeds,1st,1
76,University of Maribor,1st,1
77,University of Maryland,1st,1
78,University of Minnesota Twin Cities,1st,1
79,University of Texas at Arlington,1st,1
80,University of the West of England,1st,1
81,University of Toronto,1st,1
82,University of Western Australia,1st,1
83,Università degli Studi di Napoli Federico II,1st,1
84,Virginia Polytechnic Institute and State University,1st,1
85,Westsächsische Hochschule Zwickau,1st,1
