Rank,University,Points
1,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,24.38
2,University of the Basque Country,24.18
3,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),18.95
4,University of Seville,13.12
5,TECNUN - University of Navarra,5.56
6,Escola d'Enginyeria de Barcelona Est. EEBE,0.0
7,Universidad de Castilla-La Mancha,0.0
8,Universidad de Oviedo,0.0
9,Universidad Politécnica de Cartagena,0.0
10,Universidad Politécnica de Madrid (UPM),0.0
11,Universidad Pontificia Comillas,0.0
12,University of Alcalá,0.0
13,University of La Laguna,0.0
14,Vitoria-University of the Basque Country,0.0
