Rank,University,Lowest Place,#
1,Sophia University,1st,3
2,The University of Tokyo,1st,3
3,Ibaraki University,1st,2
4,Doshisha University,1st,1
5,Kanagawa Institute of Technology,1st,1
6,Kobe University,1st,1
7,Nagoya University,1st,1
8,Nippon Institute of Technology,1st,1
9,Shizuoka University,1st,1
10,Yokohama National University,1st,1
11,Kanazawa University,2nd,2
12,Kanazawa Institute of Technology,2nd,1
13,Kinki University,2nd,1
14,Kyoto University,2nd,1
15,Osaka University,2nd,1
16,Shibaura Institute of Technology,2nd,1
17,College of Science and Technology Nihon University,3rd,1
18,Kyoto Institute of Technology,3rd,1
19,Meijo University,3rd,1
20,Ritsumeikan University,3rd,1
21,Nihon Automobile College,4th,2
22,Toyohashi University of Technology,4th,2
23,Chiba University,4th,1
24,Keio University,4th,1
25,Osaka Institute of Technology,4th,1
26,Tokai University,4th,1
27,Tokyo Denki University,4th,1
28,Utsunomiya University,4th,1
29,Kogakuin University,5th,1
30,Kokushikan University,5th,1
31,Okayama University,6th,2
32,Shizuoka Institute of Science and Technology,6th,2
33,Hokkaido University,6th,1
34,Kyushu Institute of Technology,6th,1
35,Osaka City University,6th,1
36,Tokyo University of Agriculture and Technology,6th,1
37,Tokyo University of Science,6th,1
38,Tokyo City University,7th,1
39,Gunma University,8th,1
40,Honda Technical College Kanto,9th,1
41,Nagoya Institute of Technology,10th,1
42,University of Fukui,10th,1
43,Waseda University,10th,1
44,Okayama University of Science,11th,1
45,Saitama University,11th,1
46,Seikei University,11th,1
47,Tokyo Metropolitan College of Industrial Technology,11th,1
48,Honda Technical College Kansai,12th,1
49,Gifu University,13th,2
50,University of Yamanashi,13th,1
51,Toyota Technical College Nagoya,14th,1
52,Sanyo-Onoda City University at Tokyo University of Science,15th,1
53,Niigata University,16th,1
54,Osaka Sangyo University,16th,1
55,Faculty of Textile Science & Technology. Shinshu University,18th,1
56,Sojo University,18th,1
57,Aichi Institute of Technology,20th,1
58,College of Industrial Technology Nihon University,20th,1
59,The University of Kitakyushu,20th,1
60,Daido Institute of Technology,21st,1
61,Kurume Institute of Technology,22nd,1
62,Tokyo Metropolitan University,22nd,1
63,Fukui University of Technology,23rd,1
64,Hokkaido Automotive Engineering College,23rd,1
65,Chiba Institute of Technology,24th,1
66,Institute of Technologists,25th,2
67,Meisei University,25th,2
68,Saitama Institute of Technology,25th,1
69,University of Toyama,34th,1
70,Tokyo Institute of Technology,35th,1
71,Hiroshima Institute of Technology,36th,1
72,Kochi University of Technology,37th,1
73,Akita Prefectural University,38th,1
74,Hiroshima University,38th,1
75,Osaka Prefecture University,38th,1
76,Kyushu Sangyo University,39th,1
77,Aso College of Automotive Engineering and Technology,40th,1
78,Setsunan University,40th,1
79,Shizuoka Professional College of Automobile Technology,41st,1
80,Tottori University,41st,1
81,Kyushu University,45th,1
82,Shonan Institute of Technology,45th,1
83,Aoyama Gakuin University,48th,1
84,Yamagata University,58th,2
85,Teikyo University,60th,1
86,WIZ International College of Information and Technology,60th,1
87,Tokyo Tech Car College Setagaya,N/A,0
