Rank,University,Points
1,Nippon Institute of Technology,832.81
2,Kyoto Institute of Technology,716.02
3,Nagoya Institute of Technology,684.33
4,Osaka University,649.19
5,Tokai University,629.8
6,Yokohama National University,585.28
7,Nihon Automobile College,584.03
8,Doshisha University,571.42
9,Meijo University,539.51
10,University of Yamanashi,535.18
11,Tokyo University of Science,480.75
12,Shizuoka Institute of Science and Technology,464.19
13,Shibaura Institute of Technology,462.49
14,Kyushu Institute of Technology,456.42
15,Ibaraki University,450.24
16,Kobe University,429.42
17,Kyoto University,420.68
18,Honda Technical College Kansai,418.72
19,Tokyo City University,410.32
20,Sophia University,392.17
21,Chiba University,386.55
22,Kogakuin University,385.72
23,College of Science and Technology Nihon University,368.19
24,Nagoya University,367.82
25,Institute of Technologists,367.73
26,Honda Technical College Kanto,352.99
27,Okayama University,329.58
28,Osaka Sangyo University,324.01
29,Kanazawa University,322.77
30,Kurume Institute of Technology,303.38
31,College of Industrial Technology Nihon University,294.75
32,Shizuoka University,293.95
33,Gifu University,278.76
34,Osaka Institute of Technology,265.83
35,Aichi Institute of Technology,257.36
36,University of Fukui,255.48
37,Toyota Technical College Nagoya,253.39
38,Waseda University,244.17
39,Utsunomiya University,225.41
40,Okayama University of Science,205.8
41,Keio University,188.82
42,Hokkaido University,187.6
43,Tokyo University of Agriculture and Technology,176.28
44,Ritsumeikan University,175.27
45,Hiroshima Institute of Technology,167.58
46,Tottori University,158.63
47,Sanyo-Onoda City University at Tokyo University of Science,144.93
48,Tokyo Denki University,136.68
49,Toyohashi University of Technology,134.37
50,Kinki University,130.36
51,Teikyo University,117.88
52,Osaka City University,104.61
53,Hokkaido Automotive Engineering College,100.0
54,Seikei University,97.58
55,Aso College of Automotive Engineering and Technology,90.86
56,Daido Institute of Technology,90.18
57,Kokushikan University,85.47
58,Niigata University,83.61
59,Hiroshima University,78.85
60,The University of Kitakyushu,70.6
61,The University of Tokyo,69.31
62,Setsunan University,67.33
63,Saitama University,65.4
64,Kanazawa Institute of Technology,62.24
65,Shizuoka Professional College of Automobile Technology,62.01
66,WIZ International College of Information and Technology,52.14
67,Saitama Institute of Technology,47.65
68,University of Toyama,46.21
69,Tokyo Metropolitan University,39.17
70,Kanagawa Institute of Technology,12.1
71,Meisei University,11.76
72,Akita Prefectural University,0.0
73,Aoyama Gakuin University,0.0
74,Chiba Institute of Technology,0.0
75,Faculty of Textile Science & Technology. Shinshu University,0.0
76,Fukui University of Technology,0.0
77,Gunma University,0.0
78,Kochi University of Technology,0.0
79,Kyushu Sangyo University,0.0
80,Kyushu University,0.0
81,Osaka Prefecture University,0.0
82,Shonan Institute of Technology,0.0
83,Sojo University,0.0
84,Tokyo Institute of Technology,0.0
85,Tokyo Metropolitan College of Industrial Technology,0.0
86,Tokyo Tech Car College Setagaya,0.0
87,Yamagata University,0.0
