date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2024.09,Italy,0.93,34,18.,29.,65.75,18.,55.53,23.,92.23,11.,49.36,15.,28.53,13.,25.68,12.,25.0,-,0,-10,332,112.
2024.08,Alpe Adria,0.85,29,13.,19.,69.5,26.,38.0,9.,113.3,12.,41.2,16.,7.8,13.,4.5,5.,25.0,-,0,0,299,134.
2024.08,Czech Republic,0.90,46,28.,11.,83.5,29.,55.0,39.,71.9,10.,35.2,18.,3.5,12.,4.5,-,0,-,0,0,254,174.
2024.08,East,0.94,32,25.,26.,45.95,27.,35.47,31.,16.0,12.,43.45,11.,9.5,16.,19.76,-,0,-,0,-10,160,210.
2023.08,Alpe Adria,0.89,29,24.,25.,43.5,25.,34.6,24.,72.0,16.,38.7,17.,14.2,15.,14.8,-,0,-,0,-10,208,189.
2023.08,Germany,0.92,70,62.,65.,45.56,68.,31.92,61.,40.0,-,0,35.,12.66,31.,4.5,-,0,-,0,0,135,235.
2023.08,East,0.92,31,30.,31.,16.41,31.,20.04,27.,63.5,15.,3.5,17.,3.5,12.,4.5,-,0,-,0,0,111,235.
2023.07,Netherlands,0.92,33,32.,24.,47.5,31.,29.0,13.,110.8,-,0,-,0,-,0,-,0,-,0,-110,77,214.
2022.08,East,0.92,33,33.,30.,55.45,-,0,30.,71.5,-,0,-,0,-,0,-,0,-,0,0,127,140.
2022.07,Austria,0.95,30,27.,23.,52.0,29.,10.1,27.,60.9,12.,5.0,16.,3.5,12.,4.5,-,0,-,0,-10,126,103.
2022.07,Italy,0.85,26,16.,8.,80.15,25.,7.23,4.,130.61,-,0,-,0,-,0,-,0,-,0,0,218,65.
2021.10,Italy,0.85,18,9.,8.,74.26,15.,12.02,3.,129.31,4.,63.31,2.,47.98,4.,101.54,10.,5.0,-,0,0,433,55.
2021.08,Spain,0.85,16,7.,15.,54.4,15.,52.0,12.,82.0,3.,49.9,2.,71.7,4.,79.1,-,0,-,0,0,389,48.
2021.07,Austria,0.92,27,11.,13.,79.7,24.,14.2,17.,76.2,-,0,-,0,-,0,5.,138.2,7.,49.6,-10,348,40.
2019.08,Germany,0.97,38,8.,27.,68.0,35.,37.14,21.,75.0,15.,31.73,13.,29.98,10.,46.86,6.,110.78,7.,86.67,0,486,33.
2019.08,Austria,0.95,24,9.,5.,92.0,9.,54.9,12.,98.1,7.,42.3,10.,27.2,9.,4.5,-,0,-,0,0,319,40.
2019.07,Italy,0.85,25,2.,9.,72.35,14.,49.87,13.,103.12,4.,83.94,4.,41.2,2.,92.54,2.,251.45,3.,88.13,0,783,34.
2019.07,East,0.92,20,10.,14.,77.36,18.,47.73,15.,90.0,9.,40.6,6.,49.44,10.,28.62,-,0,-,0,0,334,67.
2019.07,Netherlands,0.89,21,8.,17.,55.81,15.,48.8,13.,78.0,4.,39.55,4.,48.73,3.,83.29,-,0,-,0,0,354,74.
2018.07,East,0.88,16,9.,15.,12.5,15.,43.29,12.,64.5,8.,24.38,6.,32.79,7.,21.6,-,0,-,0,0,199,83.
2018.07,Italy,0.85,18,11.,14.,68.5,13.,50.0,10.,106.07,-,0,-,0,-,0,-,0,-,0,0,225,75.
