date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2022.09,Spain,0.85,38,4.,7.,88.4,5.,67.5,4.,130.0,2.,71.8,12.,18.2,10.,4.5,5.,37.4,3.,88.6,0,506,45.
2022.08,Germany,0.93,63,20.,13.,85.0,34.,58.13,13.,90.0,11.,48.75,24.,12.42,10.,59.73,-,0,-,0,-10,344,47.
2022.07,Austria,0.95,30,13.,5.,81.0,10.,63.8,11.,127.3,-,0,-,0,-,0,-,0,-,0,0,272,43.
2022.07,Netherlands,0.90,21,9.,5.,95.0,3.,73.0,6.,97.27,-,0,-,0,-,0,-,0,-,0,0,265,28.
2021.08,Germany,0.94,38,3.,25.,72.2,17.,57.72,9.,105.0,2.,70.1,6.,54.23,13.,51.04,3.,259.96,6.,93.92,0,764,9.
2021.07,Austria,0.92,27,5.,7.,87.8,7.,59.5,3.,115.0,1.,75.0,3.,57.4,2.,94.4,-,0,-,0,0,489,13.
2021.07,Netherlands,0.93,28,1.,8.,86.47,4.,73.1,6.,119.42,1.,75.0,-,0,1.,100.0,1.,325.0,1.,100.0,0,879,5.
2019.08,Spain,0.95,39,4.,23.,59.0,2.,73.5,6.,110.0,3.,67.7,6.,56.7,4.,68.1,5.,224.3,2.,98.6,0,758,17.
2019.08,Germany,0.97,38,11.,27.,68.0,1.,75.0,11.,100.0,3.,73.83,7.,48.55,6.,58.87,-,0,-,0,0,424,36.
2019.08,Austria,0.95,24,7.,22.,48.5,1.,75.0,8.,114.5,1.,75.0,6.,38.8,3.,82.1,-,0,-,0,0,434,35.
2019.07,Netherlands,0.89,21,5.,15.,67.69,3.,73.0,7.,108.0,2.,68.12,3.,51.81,5.,77.9,-,0,-,0,0,447,37.
2018.08,Spain,0.97,38,16.,5.,88.0,3.,70.0,7.,116.0,1.,75.0,14.,43.0,8.,44.4,-,0,-,0,0,436,31.
2018.08,Germany,0.98,39,12.,9.,88.0,3.,73.0,10.,110.0,1.,75.0,14.,53.91,3.,85.63,-,0,-,0,0,486,31.
2018.08,Austria,0.97,19,11.,8.,91.0,12.,45.0,10.,109.0,11.,47.1,1.,75.0,6.,69.1,-,0,-,0,-10,426,30.
2017.08,Spain,0.97,30,7.,22.,70.0,1.,73.0,20.,89.0,9.,57.9,17.,36.9,8.,65.3,8.,156.5,1.,100.0,0,649,21.
2017.08,Germany,0.96,34,14.,9.,91.0,2.,74.0,19.,85.0,10.,43.4,10.,45.81,9.,53.88,-,0,-,0,0,393,29.
2017.08,Austria,0.92,19,4.,5.,95.0,10.,51.6,17.,66.5,9.,19.4,8.,54.0,-,0,3.,190.4,-,0,0,477,29.
2017.07,Italy,0.85,18,6.,2.,99.82,1.,75.0,9.,105.21,2.,91.09,3.,68.9,8.,6.5,-,0,-,0,0,447,29.
2016.08,Spain,0.97,29,6.,14.,68.2,5.,70.0,19.,97.0,10.,38.2,19.,15.5,6.,63.2,7.,183.6,9.,94.5,0,630,18.
2016.08,Germany,1.00,37,15.,14.,70.26,4.,72.0,28.,70.0,13.,41.19,3.,67.43,12.,64.25,-,0,-,0,-15,370,24.
2016.07,Italy,0.85,20,1.,11.,71.49,5.,71.17,6.,124.83,3.,48.53,3.,45.2,2.,146.68,1.,300.0,5.,93.84,-10,892,23.
2015.09,Italy,0.85,20,14.,-,0,2.,73.4,9.,111.22,13.,30.23,5.,24.55,10.,40.32,14.,2.0,-,0,-50,232,59.
2015.08,Germany,0.98,39,21.,26.,51.59,5.,68.73,14.,95.0,16.,20.14,-,0,20.,4.5,-,0,-,0,-10,230,52.
2015.07,United Kingdom,0.94,92,41.,55.,41.5,5.,69.5,16.,115.0,-,0,-,0,-,0,25.,22.0,-,0,0,248,48.
2014.08,Austria,0.97,18,18.,15.,53.5,12.,41.1,14.,84.6,16.,9.5,13.,31.8,18.,18.6,13.,11.0,-,0,0,250,40.
2014.08,Germany,1.00,39,31.,19.,69.8,23.,49.56,31.,70.0,-,0,-,0,-,0,-,0,-,0,0,189,33.
2014.07,United Kingdom,0.98,90,57.,39.,51.5,50.,46.8,51.,80.0,-,0,-,0,-,0,-,0,-,0,0,178,23.
2013.09,Italy,0.95,24,7.,10.,67.0,12.,56.3,7.,125.0,3.,52.6,7.,22.0,13.,82.1,10.,141.4,7.,46.5,0,593,9.
2013.08,Germany,1.00,40,5.,34.,48.2,25.,49.4,10.,120.0,5.,60.6,2.,73.3,10.,48.5,5.,177.3,5.,92.9,0,670,6.
2013.07,United Kingdom,0.97,83,5.,44.,51.6,14.,61.9,34.,104.0,3.,62.5,22.,29.2,13.,113.8,8.,225.0,2.,95.9,0,744,13.
2012.08,Germany,0.99,32,14.,25.,54.5,27.,42.44,14.,90.0,14.,30.59,7.,61.89,17.,8.29,-,0,1.,100.0,0,388,21.
2012.07,United Kingdom,0.95,97,48.,44.,59.0,68.,34.0,12.,116.0,-,0,-,0,-,0,-,0,-,0,0,209,19.
2011.08,Germany,0.98,28,15.,17.,61.52,3.,73.0,8.,90.0,11.,3.5,-,0,-,0,-,0,-,0,0,228,16.
