Rank,University,Points
1,École de Technologie Superieure,97.77
2,École Polytechnique de Montréal,72.16
3,Western University,70.25
4,University of Toronto,69.14
5,University of Waterloo,68.76
6,McGill University,64.93
7,Université Laval,59.72
8,University of Victoria,49.99
9,Carleton University,48.52
10,University of British Columbia - Vancouver,48.4
11,Université du Québec à Trois-Rivières,43.02
12,University of Calgary,40.7
13,Université de Sherbrooke,40.34
14,Queen's University,39.81
15,University of Guelph,38.13
16,University of Ottawa,36.97
17,Concordia University,34.82
18,University of Manitoba,34.26
19,Ryerson University,33.51
20,University of Windsor,31.39
21,University of Alberta,30.74
22,Cégep du Vieux Montréal,29.36
23,University of Saskatchewan,28.54
24,University of British Columbia - Okanagan,23.12
25,University of Ontario Institute of Technology,21.91
26,Université du Québec à Chicoutimi,19.95
27,Dalhousie University,19.67
28,McMaster University,15.39
29,Lakehead University,13.57
30,Fanshawe College,0.0
31,Memorial University of Newfoundland,0.0
32,University of New Brunswick,0.0
33,University of Regina,0.0
34,École nationale d'aérotechnique,0.0
