Rank,University,Points
1,École de Technologie Superieure,1268.79
2,École Polytechnique de Montréal,1048.39
3,Carleton University,726.49
4,University of Waterloo,547.71
5,McGill University,484.84
6,University of Toronto,484.66
7,Western University,456.41
8,Université du Québec à Trois-Rivières,443.56
9,University of Victoria,381.2
10,University of Manitoba,348.9
11,Université Laval,326.27
12,University of British Columbia - Vancouver,304.83
13,Université de Sherbrooke,285.24
14,University of Alberta,242.1
15,Concordia University,224.26
16,University of Calgary,192.7
17,Lakehead University,151.9
18,University of Saskatchewan,151.9
19,Dalhousie University,140.9
20,Ryerson University,121.5
21,Queen's University,100.86
22,University of Windsor,76.6
23,Cégep du Vieux Montréal,65.7
24,University of British Columbia - Okanagan,62.5
25,University of Ontario Institute of Technology,35.3
26,Université du Québec à Chicoutimi,10.6
27,McMaster University,8.01
28,University of Ottawa,5.7
29,Fanshawe College,0.0
30,Memorial University of Newfoundland,0.0
31,University of Guelph,0.0
32,University of New Brunswick,0.0
33,University of Regina,0.0
34,École nationale d'aérotechnique,0.0
